"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","340","Update Post -> PUT /post/{id}","tests.posts","Sat Feb 07 18:19:17 UTC 2026","passed","Sat Feb 07 18:19:17 UTC 2026","TestPosts","test_post_regression","",""
"","196","Delete User -> DELETE /user/{id} (verify deleted)","tests.users","Sat Feb 07 18:19:23 UTC 2026","passed","Sat Feb 07 18:19:23 UTC 2026","TestUsers","test_users_regression","",""
"","247","Get Post by id -> GET /post/{id}","tests.posts","Sat Feb 07 18:19:16 UTC 2026","passed","Sat Feb 07 18:19:16 UTC 2026","TestPosts","test_post_regression","",""
"","388","Delete Post -> DELETE /post/{id} (verify GET 404)","tests.posts","Sat Feb 07 18:19:18 UTC 2026","passed","Sat Feb 07 18:19:18 UTC 2026","TestPosts","test_post_regression","",""
"","509","Delete Comment -> DELETE /comment/{id} (verify deleted)","tests.comments","Sat Feb 07 18:19:15 UTC 2026","passed","Sat Feb 07 18:19:15 UTC 2026","TestComments","test_comments_regression","",""
"","2285","Get Posts List -> GET /post","tests.posts","Sat Feb 07 18:19:18 UTC 2026","passed","Sat Feb 07 18:19:21 UTC 2026","TestPosts","test_post_regression","",""
"","311","Update User by id -> PUT /user/{id}","tests.users","Sat Feb 07 18:19:22 UTC 2026","passed","Sat Feb 07 18:19:22 UTC 2026","TestUsers","test_users_regression","",""
"","0","Create User -> POST /user/create","tests.users","Sat Feb 07 18:19:21 UTC 2026","passed","Sat Feb 07 18:19:21 UTC 2026","TestUsers","test_users_regression","",""
"","176","Create Post -> POST /post/create","tests.posts","Sat Feb 07 18:19:16 UTC 2026","passed","Sat Feb 07 18:19:16 UTC 2026","TestPosts","test_post_regression","",""
"","181","Get Users List -> GET /user","tests.users","Sat Feb 07 18:19:22 UTC 2026","passed","Sat Feb 07 18:19:22 UTC 2026","TestUsers","test_users_regression","",""
"","367","Get Comments By User -> GET /user/{user_id}/comment","tests.comments","Sat Feb 07 18:19:14 UTC 2026","passed","Sat Feb 07 18:19:14 UTC 2026","TestComments","test_comments_regression","",""
"","102","Get User by id -> GET /user/{id}","tests.users","Sat Feb 07 18:19:22 UTC 2026","passed","Sat Feb 07 18:19:22 UTC 2026","TestUsers","test_users_regression","",""
"","280","Create Comment -> POST /comment/create","tests.comments","Sat Feb 07 18:19:06 UTC 2026","passed","Sat Feb 07 18:19:06 UTC 2026","TestComments","test_comments_regression","",""
"","313","Get List By User -> GET /user/{user_id}/post (contains created post)","tests.posts","Sat Feb 07 18:19:21 UTC 2026","passed","Sat Feb 07 18:19:21 UTC 2026","TestPosts","test_post_regression","",""
"","726","Get Comments By Post -> GET /post/{post_id}/comment","tests.comments","Sat Feb 07 18:19:13 UTC 2026","passed","Sat Feb 07 18:19:13 UTC 2026","TestComments","test_comments_regression","",""
"","6340","Get Comments List -> GET /comment","tests.comments","Sat Feb 07 18:19:06 UTC 2026","passed","Sat Feb 07 18:19:13 UTC 2026","TestComments","test_comments_regression","",""
